EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
251773123,Margaret Mary Kimmel Scholarship Fund,17755,32103,-44.69,-12522,1.14,turbulent
251774991,Strategic Investment Fund Inc,397942,381433,4.33,1593,0.19,stable
251775039,American Legion,122907,136163,-9.74,54838,0.31,weak_down
251775308,Ugi Utilities Inc Retiree Welfare Plan Ugi 174869,1182974,946152,25.03,-271032,0.51,turbulent
251775321,Rosedale Technical College,11028905,8544022,29.08,4381333,0.24,strong_momentum_up
251775374,Grace Youth And Family Foundation,188685,205104,-8.01,51399,0.29,weak_down
251775628,Lucy H Casteel Foundation,252659,518625,-51.28,-102371,0.59,turbulent
251775987,Bulgarian Macedonian National Educational And Cultural Centr Inc,113407,119405,-5.02,63998,0.39,weak_down
251776095,National Association Of Ems Educators,905136,1101077,-17.8,423800,0.15,weak_down
251776233,International Union Of Operating Engineers Local 95 Training Fund,421367,362979,16.09,-38405,0.2,weak_up
251777063,Western Pennsylvania Hospital Medical Staff Fund,231987,202294,14.68,-16452,0.19,weak_up
251777845,Katselas Family Foundation,9232,6367,44.99,-1026,1.47,turbulent
251778057,Friends Of The Pittsburgh Urban Forest,1629212,1609155,1.25,405088,0.46,stable
251778134,Jewish Residential Foundation,247082,332742,-25.74,183211,1.1,turbulent
251778222,Macedonia Family And Community Enrichment Center,2845932,1554905,83.03,-463762,0.65,turbulent
251778644,Upmc Pinnacle Hospitals,1282018823,1027423322,24.78,230022256,0.26,strong_momentum_up
251778658,Upmc Pinnacle,174999431,144876526,20.79,23853732,0.55,turbulent
251778803,Leonard C Grasso Charitable Foundation,10475,9865,6.19,-3467,0.62,turbulent
251779472,Ingot Metallurgy Forum Inc,9990,30983,-67.76,-29970,0.88,turbulent
251779814,North Hills Athletic Association,84318,115828,-27.2,2808,0.17,uncategorized
251780073,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,198135,160504,23.45,-59124,0.15,uncategorized
251780438,Pittsburgh Regional Alliance,3433650,3976563,-13.65,890684,0.2,weak_down
251781357,Nsabp Foundation Inc,42643259,28626391,48.96,-5851849,0.29,uncategorized
251782296,Summit School Inc,15470152,19296706,-19.83,-3669041,0.13,weak_down
251782996,Ibew Local Union 712 Labor Mngmnt Cooperation Committee Inc,238363,101245,135.43,-46266,0.74,turbulent
251784608,Holiday Park Volunteer Fire Department,450603,671103,-32.86,-22964,0.47,strong_momentum_down
251786928,Baldwin High School Hockey Club Inc,132191,120949,9.29,17671,0.17,weak_up
251787030,Veterans Place Of Washington Boulevard Inc,2900252,1815282,59.77,1348373,0.68,turbulent
251790998,Community For Pittsburgh Ultimate,135189,289002,-53.22,79632,0.45,uncategorized
251791450,Southwest Pennsylvania Area Health Education Center Inc,888279,243626,264.61,811939,0.77,turbulent
251792432,Henry J Furrie Scholarship Fund Inc,17081,19848,-13.94,-508,2.11,turbulent
251792867,Gladys Baird Tr Uw,79467,141738,-43.93,-19933,0.61,turbulent
251793010,Munhall Area Prehospital Services,1461360,1234746,18.35,254657,0.13,weak_up
251793657,Carpatho Rusyn Society,112534,135408,-16.89,-4467,0.21,weak_down
251794355,Hope Hospice Inc,1890221,1303830,44.97,-535028,0.48,uncategorized
251795161,Phillip H Wimmer And Betty L Wimmer Family Foundation,207505,235839,-12.01,-20980,0.18,weak_down
251796465,Surgi Corps International,484004,836157,-42.12,314144,0.28,uncategorized
251797902,Service Coordination Unlimited Inc,7233483,4615060,56.74,-379775,0.63,turbulent
251797915,Reserve Parents Club,16895,13832,22.14,23554,0.81,turbulent
251798900,Pittsburgh Elite Volleyball Association,1012427,1165360,-13.12,429887,0.44,weak_down
251799069,Friends Of The Whitehall Public Library,60316,51176,17.86,11555,0.43,weak_up
251800835,Pittsburgh Urban Magnet Project,743142,1248371,-40.47,642183,0.28,uncategorized
251801104,Florence Lamme Feicht Boyer Family Foundation,111731,110103,1.48,-64952,0.32,stable
251801532,Heritage Valley Health System,393561623,372267884,5.72,78123956,0.07,weak_up
251801534,Heritage Valley Health System Foundation,5710335,3215921,77.56,7509691,1.26,turbulent
251801550,African American Jazz Preservation Society Of Pittsburgh,2051,18247,-88.76,-1502,0.95,turbulent
251801680,Mt Lebanon Basketball Association,69532,67975,2.29,39398,0.19,stable
251802343,Mt Lebanon Girls Softball Association,61395,65592,-6.4,-6187,0.13,weak_down
251802480,Vincentian Collaborative System,6133534,4023468,52.44,2528870,0.27,strong_momentum_up
251802614,Cochran Hose Company Inc,155828,113807,36.92,-51255,0.23,uncategorized
251803051,Kingdomcome Inc,228495,287250,-20.45,-11300,0.34,strong_momentum_down
251803195,Blind And Vision Rehabilitation Services Of Pittsburgh,4802197,5012382,-4.19,945736,0.19,stable
251803695,Western Pennsylvania District Export Council,1118,19420,-94.24,-2310,1.26,turbulent
251803816,Artists Image Resource Inc,226548,231098,-1.97,66931,0.21,stable
251804207,Holiday Park Volunteer Fire Department Relief Association,37414,44821,-16.52,1432,0.17,weak_down
251806081,T J Youth Football Boosters,40310,67339,-40.14,24744,0.44,uncategorized
251807050,A Second Chance Charitable Foundation,85621,24793,245.33,-196572,1.52,turbulent
251809360,Estelle S Campbell Charitable Foundation,1164939,2229189,-47.74,-777059,0.68,turbulent
251810647,Sadeckys Puppets,97549,189001,-48.39,-168369,0.41,strong_momentum_down
251810797,Finishing Trades Inst Of West Penns Yldist Coun No 57 Jntapprtrain Fd,1639401,1090217,50.37,202127,0.36,strong_momentum_up
251810968,Mothers Hope Foundation,128210,96311,33.12,-22199,0.49,uncategorized
251811099,Parent Faculty Association Of Franklin Elementary School,45637,30732,48.5,65781,0.5,strong_momentum_up
251812849,Amani Christian Community Development Corp,149007,99507,49.75,133234,1.09,turbulent
251813489,Gill Hall Relief Association,3414,7857,-56.55,2159,0.77,turbulent
251813944,Hospice And Palliative Nurses Foundation,328194,757780,-56.69,275891,0.73,turbulent
251814573,Urban Academy Of Greater Pittsburgh Charter School,7721904,5689686,35.72,1008501,0.39,strong_momentum_up
251814656,Pittsburgh Glass Center Inc,3919340,1859920,110.73,2087865,0.6,turbulent
251815020,Three Rivers Communities Inc,3315614,1141540,190.45,756136,0.54,turbulent
251815288,Mary Jane & Joseph P Platt Jr Family Foundation Inc,152325,38624,294.38,-29351,1.67,turbulent
251816131,Imani Christian Academy,2942096,2758587,6.65,892411,0.15,weak_up
251816609,The Neighborhood Academy,5272588,4324534,21.92,1506473,0.29,strong_momentum_up
251818905,Lillian Heck Memorial Fund,6267,15752,-60.21,-728,1.0,turbulent
251819952,Asbury Villas,4780021,4975544,-3.93,54177,0.06,stable
251820564,Homeless Childrens Education Fund,1271370,728146,74.6,23564,0.24,strong_momentum_up
251821084,Avalon Volunteer Fire Company,67999,126024,-46.04,-72046,0.76,turbulent
251821862,Soldiers And Sailors Memorial Hall And Museum Trust Inc,2087656,1839533,13.49,-22886,0.12,weak_up
251821978,African American Chamber Foundation Of Western Pa,576110,352457,63.46,-18420,0.5,turbulent
251822243,Dollar Bank Foundation,1265717,1528918,-17.21,-1987435,0.41,weak_down
251822245,Vietnamese Buddha Association,11842,8521,38.98,3064,0.25,strong_momentum_up
251822266,Southwestern Human Services,6620213,6578703,0.63,1919279,0.1,stable
251822984,Historical Society Of Mount Lebanon,74835,253797,-70.51,37607,0.8,turbulent
251823715,The Center That C A R E S Children Adult Recreational And,2154559,1437001,49.93,783463,0.47,strong_momentum_up
251823770,Millvale Borough Development Corporation,127514,285052,-55.27,151298,1.0,turbulent
251825591,Hazelwood Initiative Inc,2627918,2583701,1.71,1451121,0.86,turbulent
251826200,Grandview Apartments Inc,178968,192069,-6.82,29044,0.11,weak_down
251826250,Three Rivers Single Golf Club Inc,35388,32990,7.27,10939,0.16,weak_up
251826999,Pittsburgh Power Softball Organization,415204,359450,15.51,203,0.25,weak_up
251827476,American Eagle Outfitters Foundation,2224327,765702,190.49,798193,0.78,turbulent
251828014,Fire Department Of North Versailles,914006,725761,25.94,140090,0.17,strong_momentum_up
251830005,Pittsburgh Jewish Womens League For Taharath Hamishpocho,50812,78811,-35.53,1066,1.14,turbulent
251831088,International Brotherhood Of Electrical Workers,1821060,1618466,12.52,-108377,0.15,weak_up
251831476,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,221538,226009,-1.98,6678,0.12,stable
251831496,Epic Metals Corporation Charitable Foundation,50472,89966,-43.9,-98592,0.96,turbulent
251831918,Construction Junction Inc,2157909,2166423,-0.39,602567,0.12,stable
251832024,Herbert G Feldman Charitable Foundation,228889,355459,-35.61,47703,0.36,uncategorized
251832120,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,340080,337819,0.67,-52158,0.1,stable
251832381,Historical Society Of Upper St Clair,188133,140645,33.76,9944,0.23,strong_momentum_up
251832703,Pumpkin Patch Preschool Inc,183726,197803,-7.12,46879,0.08,weak_down
251832931,Green Building Alliance,1406956,1497004,-6.02,123592,0.46,weak_down
251833280,3 Rivers Wet Weather Inc,1110571,1037226,7.07,670900,0.47,weak_up
251834826,Small Seeds Development Inc,495611,765913,-35.29,-81682,0.37,strong_momentum_down
251836552,Western Pennsylvania All Service Academies Ball Inc,15845,37465,-57.71,29397,0.77,turbulent
251838579,Spectrum Charter School Inc,1350646,1213558,11.3,305212,0.21,weak_up
251838624,Ranch Street Commons Inc,94325,72953,29.3,5531,0.13,strong_momentum_up
251840370,Pirates Charities,1140055,1845475,-38.22,390860,0.33,uncategorized
251840739,Rosewood Foundation,612145,221408,176.48,241794,1.17,turbulent
251840807,Yw Homes Inc,68590,69956,-1.95,4523,0.17,stable
251840914,Warren Plaza Inc,204981,187284,9.45,-7073,0.18,weak_up
251841564,Friends Of Hopital Albert Schweitzer Haiti Inc,154232,317835,-51.47,127148,0.62,turbulent
251842945,Manchester Bidwell Corporation,4391725,5192518,-15.42,929748,0.38,weak_down
251843104,Posner Fine Arts Foundation,40683,27038,50.47,63116,0.98,turbulent
251843761,A L Spencer Foundation,943327,2133662,-55.79,-195808,1.71,turbulent
251844057,Fostercat Inc,63763,81842,-22.09,-6769,0.55,turbulent
251844246,Metro Family Practice Inc,11274241,9041885,24.69,1402283,0.16,strong_momentum_up
251844415,Atkins Fam Foundation,10179,23854,-57.33,-19926,1.54,turbulent
251844992,Jefferson Hills Fire Rescue Ems,492451,380292,29.49,320403,0.35,strong_momentum_up
251845284,Cancer Bridges,733352,1040171,-29.5,529516,0.46,uncategorized
251845550,Skills For Life For Youth Inc,46340,40333,14.89,-4020,0.22,weak_up
251846520,International Society For Bipolar Disorders Inc,556086,907036,-38.69,-87934,0.43,strong_momentum_down
251847237,Dsf Charitable Foundation,2692785,4227901,-36.31,-1127801,0.48,strong_momentum_down
251848018,Benet Woods Housing Corp,1792,2086,-14.08,3319,0.62,turbulent
251848276,Tribune Review Charities,33333,1,3333266.67,0,1.98,turbulent
251849365,Washington Senior Care Corporation,7788596,7845159,-0.72,-755417,0.09,stable
251849392,Builders Guild Of Western Pennsylvania Inc,721791,702386,2.76,-153099,0.56,turbulent
251849507,Hillel Academy Of Pittsburgh Foundation,61485,41825,47.0,12359,1.0,turbulent
251851255,Lincoln Lemington Enhanced Housing Inc,172195,183538,-6.18,-89,0.03,weak_down
251851261,Panagulias Family Foundation,6132,6884,-10.93,1067,0.25,weak_down
251851554,Arcelormittal Tubular Products Usa Corporation Veba Trust,5016,12006,-58.22,7079,1.39,turbulent
251852131,New Century Careers,1038839,1146840,-9.42,-258287,0.18,weak_down
251852230,Montour Run Watershed Association,3089,45603,-93.23,177,1.95,turbulent
251852314,Prevention Point Pittsburgh,1121253,635881,76.33,454923,0.63,turbulent
251852993,Pittsburgh Airport Area Chamber Enterprise Foundation,22596,15299,47.7,3962,0.48,strong_momentum_up
251854594,Price Waterhouse Retired Partners Organizing Com,215048,299008,-28.08,872,1.15,turbulent
251855057,Christian East African & Equatorial Development Trust,312004,80784,286.22,492245,1.06,turbulent
251855160,Order Italian Sons And Daughters Of America,48858,66817,-26.88,54264,0.37,uncategorized
251855299,Hoffman Foundation Inc,4563,6918,-34.05,-1232,0.51,turbulent
251855490,Neighborhood Community Development Fund,1906782,868338,119.59,89604,0.47,strong_momentum_up
251855976,Scott Township Public Library,341520,324319,5.3,-16305,0.08,weak_up
251857098,Uganda Christian University Partners,639360,725481,-11.87,-94169,0.4,weak_down
251857820,Institute For Research Education And Training In Addiction,1291085,1254568,2.91,-170195,0.09,stable
251859072,Slb Radio Productions Inc,805379,646356,24.6,304777,0.33,strong_momentum_up
251860075,Love & Care Family Support Group,13588,24883,-45.39,-8476,0.58,turbulent
251860941,Photo Antiquities,56283,87559,-35.72,-39914,0.94,turbulent
251861717,Pittsburgh Youth Lacrosse Association,72258,91874,-21.35,26437,0.32,uncategorized
251864282,Midwife Center For Birth And Womens Health,3401202,3167767,7.37,-142633,0.26,weak_up
251864628,Pittsburgh Interfaith Impact,117844,231982,-49.2,82516,0.63,turbulent
251864935,Filipino American Association Of Pittsburgh,106329,103510,2.72,79741,0.51,turbulent
251865744,Childrens Hospital Pittsburgh Foundation,57001990,34800905,63.79,7588677,0.37,strong_momentum_up
251865764,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,185283,197436,-6.16,20125,0.08,weak_down
251866170,Womanspace East Inc Ii,2837,114297,-97.52,-6921,0.86,turbulent
251866498,Pittsburgh Amateur Predators Hockey Association,1016774,877939,15.81,199922,0.27,weak_up
251869155,Passavant Memorial Homes Foundation,25831,175365,-85.27,-41065,1.75,turbulent
251870139,Bvk Inc,309645,315044,-1.71,-26660,1.94,turbulent
251871101,Mon Valley Community Foundation,7527,137,5394.16,-45,1.16,turbulent
251872650,Vernon S Lehr Scholarship Fund Tr,105508,173816,-39.3,73005,0.57,turbulent
251873433,Borough Of Sewickley Heights History Center Inc,48666,124592,-60.94,1421,0.94,turbulent
251874132,Buck Foundation Inc,5874,11798,-50.21,6245,1.14,turbulent
251875223,Edwin And Kathryn Clarke Family Foundation,118979,64504,84.45,-124385,0.92,turbulent
251875780,Squonk Opera Inc,525587,451732,16.35,353056,0.4,weak_up
251875919,White Oak Animal Safe Haven,327404,222395,47.22,111960,0.31,strong_momentum_up
251876461,Edsys Inc,13499208,11606716,16.31,3064640,0.13,weak_up
251876607,Truman Hess Memorial Fund F B O Chautauqua Fndn Inc 10262042140,317800,143742,121.09,-200294,0.93,turbulent
251876666,Highmark Foundation,48853691,1794815,2621.93,-115073563,2.31,turbulent
251876764,Woodland Hills Emergency Medical Services Inc,1210583,954268,26.86,-80558,0.16,uncategorized
251877307,Glen T And Diane B Meakem Foundation Inc,174339,120919,44.18,-470279,0.96,turbulent
251877339,Allegheny Abused Animal Relief Fund,83296,84768,-1.74,-28252,0.25,stable
251877376,International Brotherhood Of Electrical Workers,75652,76142,-0.64,756,0.15,stable
251880653,B K Simon Educational Foundation,66015,98458,-32.95,19789,1.15,turbulent
251880912,Nucci Finny Scholarship Fund,23206,27056,-14.23,9727,0.38,weak_down
251881058,Touching Families Inc,822685,860630,-4.41,-90920,0.31,stable
251881427,Hurtt Foundation,111866,419822,-73.35,111498,1.29,turbulent
251881632,Torah One On One,39219,54543,-28.09,-16548,0.3,strong_momentum_down
251881855,Meeting God In Mission,446650,1081602,-58.7,9775,0.31,uncategorized
251881970,Wayne Fusaro Memorial Pancreatic Cancer Research Fund,25250,26720,-5.5,24773,0.28,weak_down
251882318,Watersheds Of South Pittsburgh,269283,45001,498.39,144337,1.45,turbulent
251882505,American Legion,112554,140673,-19.99,56676,0.17,weak_down
251882848,Craftsmens Guild Of Pittsburgh,39710,61690,-35.63,-2179,0.31,strong_momentum_down
251882926,Southwest Pennsylvania Retriver Rescue Organization,71784,65804,9.09,-735,0.08,weak_up
251884157,Brentwood Business Owners Association,11999,17793,-32.56,18484,0.63,turbulent
251884268,American Legion Post 712,29298,43775,-33.07,-3462,0.25,strong_momentum_down
251885665,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,934830,975558,-4.17,-5381,0.1,stable
251886316,Living Way Christian Fellowship,141976,178674,-20.54,87013,0.21,uncategorized
251886693,Waterfront Housing Gp Corp,97,70,37.74,39,0.24,strong_momentum_up
251886706,Faact Inc,996797,723308,37.81,532260,0.51,turbulent
251888510,Bricolage,254029,1072885,-76.32,-142392,0.66,turbulent
251890165,District Council No 57 Properties Inc,247425,114038,116.97,234586,0.41,strong_momentum_up
251891798,Passavant Memorial Homes Housing Initiative No 3 Inc,65945,48869,34.94,-2928,0.24,uncategorized
251892176,Community Family Advocates Inc,8885,3955,124.63,15311,1.3,turbulent
251892205,Mt Lebanon Junior Women S Club Charitable Fund,24682,36980,-33.25,-6238,0.26,strong_momentum_down
251892973,West Allegheny Ministerial Association Inc,66564,45076,47.67,-55352,0.3,uncategorized
251893152,Pittsburgh Social Venture Partners,44843,88788,-49.49,6034,0.58,turbulent
251894523,Nine Mile Run Watershed Association Inc,798909,879253,-9.14,-137302,0.29,weak_down
251895885,Donald D Mateer Foundation,50847,73541,-30.86,-219,0.58,turbulent
251896304,Building United Of Southwestern Pennsylvania,29660,81044,-63.4,61169,0.76,turbulent
